Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,Survived,Survived_label,Sex_label
1266,54.0,81.8583,1,1,1,1,2.0,0,Not Survived,Female
1267,45.0,262.375,1,0,0,1,0.0,0,Not Survived,Female
1268,22.0,8.6625,1,2,0,3,2.0,0,Not Survived,Female
1269,21.0,11.5,0,0,0,2,2.0,0,Not Survived,Male
1270,55.0,50.0,0,0,0,1,2.0,0,Not Survived,Male
1271,5.0,31.3875,0,4,2,3,2.0,0,Not Survived,Male
1272,28.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1273,26.0,7.8792,0,0,0,3,1.0,0,Not Survived,Male
1274,28.0,14.5,1,0,0,3,2.0,0,Not Survived,Female
1275,19.0,16.1,1,1,0,3,2.0,0,Not Survived,Female
1276,28.0,12.875,0,0,0,2,2.0,0,Not Survived,Male
1277,24.0,65.0,1,1,2,2,2.0,0,Not Survived,Female
1278,24.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
1279,57.0,13.0,0,0,0,2,2.0,0,Not Survived,Male
1280,21.0,7.75,0,0,0,3,1.0,0,Not Survived,Male
1281,6.0,21.075,0,3,1,3,2.0,0,Not Survived,Male
1282,23.0,93.5,0,0,0,1,2.0,0,Not Survived,Male
1283,51.0,39.4,1,0,1,1,2.0,0,Not Survived,Female
1284,13.0,20.25,0,0,2,3,2.0,0,Not Survived,Male
1285,47.0,10.5,0,0,0,2,2.0,0,Not Survived,Male
1286,29.0,22.025,0,3,1,3,2.0,0,Not Survived,Male
1287,18.0,60.0,1,1,0,1,2.0,0,Not Survived,Female
1288,24.0,7.25,0,0,0,3,1.0,0,Not Survived,Male
1289,48.0,79.2,1,1,1,1,0.0,0,Not Survived,Female
1290,22.0,7.775,0,0,0,3,2.0,0,Not Survived,Male
1291,31.0,7.7333,0,0,0,3,1.0,0,Not Survived,Male
1292,30.0,164.8667,1,0,0,1,2.0,0,Not Survived,Female
1293,38.0,21.0,0,1,0,2,2.0,0,Not Survived,Male
1294,22.0,59.4,1,0,1,1,0.0,0,Not Survived,Female
1295,17.0,47.1,0,0,0,1,2.0,0,Not Survived,Male
1296,43.0,27.7208,0,1,0,1,0.0,0,Not Survived,Male
1297,20.0,13.8625,0,0,0,2,0.0,0,Not Survived,Male
1298,23.0,10.5,0,1,0,2,2.0,0,Not Survived,Male
1299,50.0,211.5,0,1,1,1,0.0,0,Not Survived,Male
1300,28.0,7.7208,1,0,0,3,1.0,0,Not Survived,Female
1301,3.0,13.775,1,1,1,3,2.0,0,Not Survived,Female
1302,28.0,7.75,1,0,0,3,1.0,0,Not Survived,Female
1303,37.0,90.0,1,1,0,1,1.0,0,Not Survived,Female
1304,28.0,7.775,1,0,0,3,2.0,0,Not Survived,Female
1305,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1306,39.0,108.9,1,0,0,1,0.0,0,Not Survived,Female
1307,38.5,7.25,0,0,0,3,2.0,0,Not Survived,Male
1308,28.0,8.05,0,0,0,3,2.0,0,Not Survived,Male
1309,28.0,22.3583,0,1,1,3,0.0,0,Not Survived,Male
